Numero;lat1;lon1
2061;-84.34038;10.29458
2062;-84.34044;10.29481
2063;-84.3401;10.2953
2064;-84.34017;10.29559
2065;-84.33979;10.29576
2066;-84.34007;10.29662
2067;-84.33982;10.29735
2068;-84.34016;10.29781
2069;-84.33914;10.29931
2070;-84.33871;10.29954
2071;-84.33858;10.29983
2072;-84.33929;10.30171
2073;-84.34005;10.30244
2074;-84.34018;10.30344
2075;-84.33982;10.30371
2076;-84.33973;10.30443
2077;-84.33938;10.30486
2078;-84.33931;10.30547
2079;-84.33909;10.30597
2080;-84.33921;10.3066
2081;-84.33907;10.30696
2082;-84.33972;10.30858
2083;-84.33959;10.30957
2084;-84.3398;10.31004
2085;-84.33953;10.31015
2086;-84.33966;10.31054
2087;-84.33992;10.31054
2088;-84.34013;10.31095
2089;-84.34106;10.3108
2090;-84.34109;10.31116
2091;-84.34057;10.31138
2092;-84.34089;10.31234
2093;-84.34061;10.31272
2094;-84.33997;10.31276
2095;-84.34035;10.31397
2096;-84.34031;10.31422
2097;-84.33989;10.31433
2098;-84.33994;10.31514
2099;-84.34112;10.31573
2100;-84.34135;10.31627
2101;-84.34117;10.3165
2102;-84.34159;10.31795
2103;-84.34217;10.31836
2104;-84.34216;10.31925
2105;-84.34307;10.32005
2106;-84.34351;10.32043
2107;-84.34362;10.32093
2108;-84.34332;10.32139
2109;-84.34335;10.32179
2110;-84.34358;10.32231
2111;-84.34352;10.3225
2112;-84.34361;10.32273
2113;-84.34365;10.32311
2114;-84.34352;10.32362
2115;-84.34342;10.32399
2116;-84.34347;10.32436
2117;-84.34359;10.32447
2118;-84.34397;10.32482
2119;-84.34407;10.32583
2120;-84.34372;10.32653
2121;-84.34343;10.32771
2122;-84.344;10.32802
2123;-84.34373;10.32926
2124;-84.34396;10.33006
2125;-84.34377;10.33107
2126;-84.34435;10.33195
2127;-84.34422;10.33308
2128;-84.3438;10.33366
2129;-84.34426;10.33449
2130;-84.34613;10.33492
2131;-84.34664;10.33547
2132;-84.34634;10.33603
2133;-84.34505;10.33647
2134;-84.34499;10.33671
2135;-84.34509;10.33713
2136;-84.34545;10.33756
2137;-84.34558;10.33792
2138;-84.34556;10.33807
2139;-84.34537;10.33844
2140;-84.34542;10.33873
2141;-84.3457;10.33888
2142;-84.34579;10.33893
2143;-84.34602;10.33927
2144;-84.3462;10.33991
2145;-84.34687;10.34034
2146;-84.34712;10.34073
2147;-84.34712;10.34091
2148;-84.34701;10.34103
2149;-84.34652;10.34138
2150;-84.34636;10.3417
2151;-84.34659;10.34222
2152;-84.34704;10.34253
2153;-84.34723;10.34298
2154;-84.34712;10.3434
2155;-84.34696;10.34389
2156;-84.34717;10.34461
2157;-84.34664;10.34502
2158;-84.34613;10.34525
2159;-84.34588;10.34572
2160;-84.34576;10.34621
2161;-84.34593;10.34669
2162;-84.34644;10.34765
2163;-84.34696;10.34814
2164;-84.34777;10.3483
2165;-84.34847;10.34835
2166;-84.3488;10.3485
2167;-84.34927;10.34907
2168;-84.34924;10.34967
2169;-84.34895;10.35042
2170;-84.34883;10.35095
2171;-84.34914;10.35179
2172;-84.34915;10.35292
2173;-84.34898;10.35342
2174;-84.34878;10.35406
2175;-84.34907;10.35498
2176;-84.34902;10.35535
2177;-84.34899;10.35584
2178;-84.34927;10.35599
2179;-84.35045;10.35654
2180;-84.35076;10.35686
2181;-84.3508;10.35751
2182;-84.35099;10.35834
2183;-84.35108;10.35908
2184;-84.35123;10.35951
2185;-84.35162;10.35986
2186;-84.35233;10.36003
2187;-84.35279;10.36037
2188;-84.35325;10.36073
2189;-84.35396;10.36133
2190;-84.35433;10.36183
2191;-84.35439;10.36235
2192;-84.35438;10.36287
2193;-84.35401;10.36355
2194;-84.35345;10.36456
2195;-84.35271;10.3654
2196;-84.35244;10.36601
2197;-84.35256;10.36701
2198;-84.35242;10.36732
2199;-84.35202;10.36788
2200;-84.35192;10.36834
2201;-84.35242;10.36949
2202;-84.35251;10.36983
2203;-84.3457;10.25386
2204;-84.34526;10.25448
2205;-84.34204;10.25744
2206;-84.33869;10.25879
2207;-84.33431;10.25892
2208;-84.33313;10.2612
2209;-84.3856;10.47666
2210;-84.38699;10.47643
2211;-84.38747;10.47628
2212;-84.38811;10.47582
2213;-84.38886;10.47524
2214;-84.38948;10.47477
2215;-84.38981;10.47441
2216;-84.39023;10.47392
2217;-84.39063;10.47355
2218;-84.39119;10.47343
2219;-84.3921;10.47361
2220;-84.39284;10.47365
2221;-84.39328;10.47354
2222;-84.39386;10.47317
2223;-84.39448;10.47242
2224;-84.39504;10.4719
2225;-84.39546;10.47163
2226;-84.39578;10.47164
2227;-84.39604;10.4718
2228;-84.39634;10.47209
2229;-84.39657;10.47243
2230;-84.39658;10.47246
2231;-84.39673;10.47258
2232;-84.39702;10.47262
2233;-84.39727;10.47261
2234;-84.39758;10.47252
2235;-84.39788;10.47226
2236;-84.39811;10.47214
2237;-84.39853;10.47196
2238;-84.39879;10.47183
2239;-84.39911;10.47172
2240;-84.39941;10.47162
2241;-84.39985;10.4717
2242;-84.40027;10.47161
2243;-84.40054;10.47102
2244;-84.3856;10.47666
2245;-84.38747;10.4778
2246;-84.38808;10.47837
2247;-84.38868;10.479
2248;-84.38926;10.47985
2249;-84.38949;10.48079
2250;-84.3896;10.48174
2251;-84.38958;10.48293
2252;-84.38928;10.48533
2253;-84.38906;10.48628
2254;-84.37679;10.47556
2255;-84.37782;10.47617
2256;-84.37876;10.47714
2257;-84.37947;10.47799
2258;-84.37988;10.47873
2259;-84.3808;10.48016
2260;-84.38114;10.48082
2261;-84.38177;10.48155
2262;-84.38273;10.48217
2263;-84.3829;10.48267
2264;-84.38335;10.48324
2265;-84.38421;10.48358
2266;-84.38451;10.48383
2267;-84.38505;10.48461
2268;-84.38567;10.48518
2269;-84.38634;10.48563
2270;-84.38782;10.48569
2271;-84.38827;10.48596
2272;-84.38906;10.48628
2273;-84.4009;10.5068
2274;-84.4011;10.50729
2275;-84.40166;10.50822
2276;-84.40213;10.50862
2277;-84.40209;10.50921
2278;-84.40239;10.50985
2279;-84.40327;10.51073
2280;-84.40361;10.51118
2281;-84.40466;10.51227
2282;-84.40488;10.51289
2283;-84.40468;10.51354
2284;-84.4043;10.5139
2285;-84.4041;10.51601
2286;-84.4043;10.51692
2287;-84.40496;10.51757
2288;-84.40531;10.51801
2289;-84.4058;10.51894
2290;-84.40625;10.51995
2291;-84.40638;10.5208
2292;-84.40623;10.52143
2293;-84.40621;10.52263
2294;-84.40623;10.52407
2295;-84.40565;10.52497
2296;-84.40479;10.52611
2297;-84.40355;10.52763
2298;-84.3972;10.53015
2299;-84.39644;10.5308
2300;-84.3955;10.53132
2301;-84.3946;10.53135
2302;-84.39389;10.53116
2303;-84.3934;10.53124
2304;-84.3925;10.53251
2305;-84.39142;10.53303
2306;-84.39033;10.53324
2307;-84.38996;10.5336
2308;-84.38962;10.53402
2309;-84.38904;10.53424
2310;-84.38842;10.53407
2311;-84.38825;10.5339
2312;-84.40355;10.52763
2313;-84.40327;10.52786
2314;-84.4028;10.52814
2315;-84.40166;10.52831
2316;-84.40131;10.52869
2317;-84.40086;10.52837
2318;-84.40061;10.52829
2319;-84.40031;10.52873
2320;-84.40003;10.52894
2321;-84.39919;10.52915
2322;-84.39842;10.52957
2323;-84.39739;10.53
2324;-84.39739;10.53
2325;-84.39861;10.53141
2326;-84.40061;10.53348
2327;-84.40333;10.53586
2328;-84.40683;10.53794
2329;-84.41135;10.54115
2330;-84.41252;10.54189
2331;-84.41248;10.54235
2332;-84.41095;10.54554
2333;-84.38219;10.46542
2334;-84.38276;10.46509
2335;-84.38397;10.46502
2336;-84.38462;10.4651
2337;-84.38505;10.46527
2338;-84.38569;10.46544
2339;-84.38652;10.4653
2340;-84.38712;10.46527
2341;-84.38775;10.46555
2342;-84.38777;10.46597
2343;-84.38747;10.46675
2344;-84.38736;10.46755
2345;-84.38743;10.46828
2346;-84.38799;10.46882
2347;-84.38868;10.46886
2348;-84.38952;10.46858
2349;-84.39035;10.46765
2350;-84.39067;10.46742
2351;-84.39097;10.46728
2352;-84.39139;10.46756
2353;-84.39206;10.46869
2354;-84.39245;10.4688
2355;-84.39268;10.46752
2356;-84.39319;10.46655
2357;-84.39334;10.46534
2358;-84.3933;10.46475
2359;-84.39357;10.46469
2360;-84.39401;10.46473
2361;-84.39416;10.46543
2362;-84.39468;10.46575
2363;-84.39538;10.46585
2364;-84.39581;10.46595
2365;-84.3963;10.4659
2366;-84.39729;10.46516
2367;-84.39804;10.46501
2368;-84.39871;10.46525
2369;-84.39908;10.46508
2370;-84.39965;10.46452
2371;-84.3999;10.46436
2372;-84.40005;10.46468
2373;-84.39994;10.4653
2374;-84.39997;10.46607
2375;-84.4003;10.46679
2376;-84.4009;10.46728
2377;-84.4013;10.46757
2378;-84.40151;10.46795
2379;-84.40134;10.46867
2380;-84.40078;10.46925
2381;-84.40052;10.46997
2382;-84.40044;10.4705
2383;-84.40054;10.47102
2384;-84.33658;10.40528
2385;-84.33652;10.40528
2386;-84.33606;10.40529
2387;-84.336;10.40531
2388;-84.33594;10.40536
2389;-84.34459;10.46227
2390;-84.34518;10.46171
2391;-84.34572;10.46135
2392;-84.34178;10.46453
2393;-84.34202;10.46465
2394;-84.34219;10.46472
2395;-84.34233;10.4647
2396;-84.34319;10.4645
2397;-84.34331;10.46442
2398;-84.34357;10.46418
2399;-84.34471;10.46308
2400;-84.34547;10.46232
2401;-84.34608;10.4619
2402;-84.21289;10.33793
2403;-84.21285;10.33787
2404;-84.21177;10.33625
2405;-84.21166;10.33613
2406;-84.21156;10.33605
2407;-84.21142;10.33595
2408;-84.21129;10.33588
2409;-84.21109;10.33581
2410;-84.21089;10.33577
2411;-84.21022;10.33575
2412;-84.20845;10.33573
2413;-84.33878;10.43874
2414;-84.3397;10.43897
2415;-84.34142;10.43941
2416;-84.34191;10.43948
2417;-84.34181;10.4389
2418;-84.34151;10.43889
2419;-84.33998;10.43881
2420;-84.3396;10.43883
2421;-84.34191;10.43948
2422;-84.34223;10.43958
2423;-84.34242;10.4396
2424;-84.34399;10.43963
2425;-84.34399;10.43963
2426;-84.34352;10.43945
2427;-84.34265;10.43914
2428;-84.34197;10.43895
2429;-84.34181;10.4389
2430;-84.30993;10.43559
2431;-84.30863;10.43554
2432;-84.30007;10.435
2433;-84.29946;10.43497
2434;-84.3276;10.43735
2435;-84.32717;10.43723
2436;-84.32666;10.4371
2437;-84.32666;10.4371
2438;-84.32625;10.43702
2439;-84.32569;10.43695
2440;-84.32512;10.43691
2441;-84.32476;10.43691
2442;-84.32433;10.4369
2443;-84.32226;10.43687
2444;-84.32074;10.43686
2445;-84.31963;10.43684
2446;-84.31927;10.43681
2447;-84.31899;10.43677
2448;-84.31831;10.43667
2449;-84.31695;10.43648
2450;-84.31432;10.43607
2451;-84.31431;10.43607
2452;-84.31341;10.43594
2453;-84.31236;10.43579
2454;-84.3115;10.43571
2455;-84.3105;10.43563
2456;-84.3317;10.47052
2457;-84.33208;10.47112
2458;-84.38548;10.46791
2459;-84.38579;10.46802
2460;-84.38611;10.46818
2461;-84.38652;10.46845
2462;-84.38673;10.46859
2463;-84.38748;10.46886
2464;-84.20845;10.33573
2465;-84.20813;10.33573
2466;-84.20813;10.33573
2467;-84.20583;10.33562
2468;-84.20146;10.33549
2469;-84.20125;10.33548
2470;-84.20121;10.33548
2471;-84.20077;10.33544
2472;-84.20048;10.33539
2473;-84.20022;10.33529
2474;-84.20004;10.33518
2475;-84.19982;10.33498
2476;-84.19958;10.33463
2477;-84.19928;10.33419
2478;-84.19851;10.33317
2479;-84.34305;10.37727
2480;-84.34312;10.37667
2481;-84.34324;10.37583
2482;-84.34327;10.37565
2483;-84.34337;10.37496
2484;-84.42174;10.32732
2485;-84.42157;10.32763
2486;-84.42128;10.32793
2487;-84.42121;10.32801
2488;-84.42111;10.32812
2489;-84.42062;10.32864
2490;-84.42035;10.32896
2491;-84.4202;10.32913
2492;-84.33713;10.37428
2493;-84.33701;10.37536
2494;-84.33959;10.38117
2495;-84.33732;10.38091
2496;-84.33615;10.38078
2497;-84.3343;10.38058
2498;-84.34014;10.37637
2499;-84.34024;10.3755
2500;-84.34035;10.37462
2501;-84.34319;10.37406
2502;-84.34331;10.37318
2503;-84.34642;10.36885
2504;-84.3452;10.36888
2505;-84.34432;10.36891
2506;-84.34399;10.36889
2507;-84.34366;10.36888
2508;-84.34317;10.36886
2509;-84.34311;10.3694
2510;-84.34312;10.36953
2511;-84.34315;10.36965
2512;-84.34294;10.37126
2513;-84.34398;10.37128
2514;-84.34452;10.3713
2515;-84.34396;10.3727
2516;-84.34318;10.37266
2517;-84.34142;10.373
2518;-84.34053;10.37297
2519;-84.34263;10.37208
2520;-84.34262;10.37123
2521;-84.34259;10.37117
2522;-84.34066;10.37115
2523;-84.33941;10.37078
2524;-84.33808;10.37039
2525;-84.34075;10.37013
2526;-84.34083;10.36978
2527;-84.34096;10.36946
2528;-84.34096;10.36936
2529;-84.34096;10.36931
2530;-84.3409;10.36875
2531;-84.34087;10.36828
2532;-84.34087;10.36828
2533;-84.34087;10.36784
2534;-84.34086;10.3677
2535;-84.34086;10.36746
2536;-84.34091;10.36705
2537;-84.34097;10.36683
2538;-84.34101;10.36658
2539;-84.34103;10.3664
2540;-84.34103;10.36624
2541;-84.34097;10.36618
2542;-84.34083;10.36605
2543;-84.34063;10.36597
2544;-84.34037;10.36592
2545;-84.33965;10.36594
2546;-84.3395;10.36593
2547;-84.33917;10.3658
2548;-84.3384;10.36544
2549;-84.33798;10.36531
2550;-84.33792;10.3653
2551;-84.33784;10.36528
2552;-84.33774;10.36528
2553;-84.33768;10.36528
2554;-84.33749;10.36525
2555;-84.33724;10.36516
2556;-84.33702;10.36508
2557;-84.33676;10.36496
2558;-84.33643;10.36476
2559;-84.33607;10.36453
2560;-84.33602;10.3645
2561;-84.33596;10.36446
2562;-84.33573;10.36432
2563;-84.3355;10.36414
2564;-84.33543;10.36406
2565;-84.33509;10.36368
2566;-84.33504;10.36361
2567;-84.33488;10.36346
2568;-84.33464;10.36323
2569;-84.33441;10.36302
2570;-84.33435;10.36292
2571;-84.33433;10.36273
2572;-84.33435;10.36248
2573;-84.33434;10.36221
2574;-84.3343;10.36204
2575;-84.33421;10.3618
2576;-84.33409;10.36143
2577;-84.33393;10.36111
2578;-84.33389;10.36105
2579;-84.33367;10.36076
2580;-84.33342;10.36034
2581;-84.3333;10.36014
2582;-84.3332;10.35995
2583;-84.33308;10.35981
2584;-84.33297;10.35976
2585;-84.33287;10.35977
2586;-84.33262;10.3601
2587;-84.33238;10.36029
2588;-84.33206;10.3604
2589;-84.33188;10.36039
2590;-84.33162;10.3603
2591;-84.33421;10.3618
2592;-84.33448;10.36137
2593;-84.33471;10.36107
2594;-84.33523;10.36044
2595;-84.33531;10.36034
2596;-84.33577;10.35983
2597;-84.33613;10.35945
2598;-84.33698;10.35855
2599;-84.33735;10.35817
2600;-84.33742;10.35808
2601;-84.33746;10.35795
2602;-84.33746;10.35769
2603;-84.33755;10.35617
2604;-84.33765;10.35605
2605;-84.33811;10.35563
2606;-84.33819;10.35555
2607;-84.33825;10.35541
2608;-84.33863;10.3543
2609;-84.33875;10.35397
2610;-84.33888;10.35374
2611;-84.33911;10.35344
2612;-84.33945;10.35301
2613;-84.33963;10.35268
2614;-84.33975;10.35229
2615;-84.33977;10.35222
2616;-84.33999;10.35154
2617;-84.33643;10.36476
2618;-84.33633;10.36545
2619;-84.3363;10.36565
2620;-84.33627;10.36585
2621;-84.33623;10.36608
2622;-84.33616;10.36696
2623;-84.33605;10.36815
2624;-84.33597;10.3695
2625;-84.33719;10.36824
2626;-84.33691;10.36822
2627;-84.3365;10.36819
2628;-84.33605;10.36815
2629;-84.3365;10.36819
2630;-84.33653;10.36783
2631;-84.33657;10.36744
2632;-84.3366;10.36701
2633;-84.33663;10.36656
2634;-84.33666;10.36614
2635;-84.33623;10.36608
2636;-84.33666;10.36614
2637;-84.3372;10.36618
2638;-84.33663;10.36656
2639;-84.33715;10.36665
2640;-84.33616;10.36696
2641;-84.3366;10.36701
2642;-84.33707;10.36708
2643;-84.33657;10.36744
2644;-84.33697;10.36748
2645;-84.33653;10.36783
2646;-84.33682;10.36786
2647;-84.33687;10.36788
2648;-84.3369;10.36792
2649;-84.33691;10.36822
2650;-84.34317;10.36886
2651;-84.34326;10.36813
2652;-84.34326;10.36813
2653;-84.34349;10.36797
2654;-84.34375;10.36789
2655;-84.34409;10.3679
2656;-84.34475;10.36793
2657;-84.3465;10.36804
2658;-84.34694;10.36488
2659;-84.35126;10.36523
2660;-84.34658;10.36753
2661;-84.34918;10.36787
2662;-84.34076;10.37911
2663;-84.34084;10.37819
2664;-84.34092;10.37731
2665;-84.34101;10.37645
2666;-84.34113;10.3756
2667;-84.34123;10.37471
2668;-84.33759;10.37671
2669;-84.33791;10.37668
2670;-84.33813;10.37664
2671;-84.33818;10.37662
2672;-84.3382;10.37657
2673;-84.33823;10.37638
2674;-84.3383;10.37612
2675;-84.33837;10.37593
2676;-84.33851;10.37564
2677;-84.3386;10.37548
2678;-84.33865;10.37544
2679;-84.33872;10.37539
2680;-84.33875;10.37534
2681;-84.33877;10.37528
2682;-84.33878;10.3752
2683;-84.33875;10.37512
2684;-84.33872;10.37502
2685;-84.3387;10.37495
2686;-84.3387;10.37481
2687;-84.3387;10.37473
2688;-84.33872;10.37465
2689;-84.33875;10.37442
2690;-84.33484;10.37436
2691;-84.33477;10.37613
2692;-84.33466;10.37779
2693;-84.33434;10.38022
2694;-84.3343;10.38058
2695;-84.33424;10.381
2696;-84.33371;10.38495
2697;-84.33312;10.37625
2698;-84.3322;10.37623
2699;-84.33101;10.37391
2700;-84.33101;10.37406
2701;-84.33102;10.37425
2702;-84.33067;10.37614
2703;-84.33135;10.37263
2704;-84.33089;10.3725
2705;-84.33064;10.37242
2706;-84.33047;10.37241
2707;-84.33042;10.37244
2708;-84.33035;10.37387
2709;-84.33855;10.37396
2710;-84.33779;10.37385
2711;-84.34531;10.37368
2712;-84.34585;10.37367
2713;-84.34639;10.37072
2714;-84.34583;10.3708
2715;-84.34579;10.37079
2716;-84.34575;10.37075
2717;-84.34571;10.37047
2718;-84.34385;10.37362
2719;-84.34441;10.37367
2720;-84.35092;10.37583
2721;-84.35046;10.37772
2722;-84.32933;10.37022
2723;-84.32937;10.37007
2724;-84.32968;10.36831
2725;-84.32994;10.36675
2726;-84.32869;10.37379
2727;-84.32883;10.37346
2728;-84.32887;10.37325
2729;-84.32901;10.37231
2730;-84.32909;10.37189
2731;-84.32914;10.37144
2732;-84.32917;10.3713
2733;-84.32922;10.37122
2734;-84.32958;10.37078
2735;-84.32985;10.37043
2736;-84.32939;10.37383
2737;-84.32944;10.37331
2738;-84.3295;10.37223
2739;-84.32922;10.37329
2740;-84.32887;10.37325
2741;-84.32808;10.37312
2742;-84.32901;10.37231
2743;-84.3284;10.37222
2744;-84.32971;10.37198
2745;-84.32909;10.37189
2746;-84.32847;10.37179
2747;-84.32973;10.37152
2748;-84.32914;10.37144
2749;-84.32865;10.37138
2750;-84.32743;10.37644
2751;-84.32736;10.37696
2752;-84.32729;10.37762
2753;-84.32736;10.37696
2754;-84.32612;10.37676
2755;-84.32591;10.37785
2756;-84.32729;10.37762
2757;-84.3271;10.37766
2758;-84.32691;10.37767
2759;-84.32675;10.37773
2760;-84.32661;10.37784
2761;-84.32648;10.37806
2762;-84.32643;10.37845
2763;-84.32614;10.38092
2764;-84.33668;10.39971
2765;-84.33758;10.39979
2766;-84.33877;10.39913
2767;-84.33908;10.39665
2768;-84.33646;10.40187
2769;-84.33658;10.40078
2770;-84.33748;10.40091
2771;-84.33886;10.40121
2772;-84.33926;10.40123
2773;-84.33936;10.40123
2774;-84.33988;10.40123
2775;-84.34067;10.40123
2776;-84.34136;10.40123
2777;-84.33988;10.40123
2778;-84.33988;10.40063
2779;-84.33936;10.40123
2780;-84.33935;10.40067
2781;-84.33172;10.4713
2782;-84.33159;10.47059
2783;-84.33135;10.46976
2784;-84.33783;10.46735
2785;-84.33732;10.46661
2786;-84.3369;10.46601
2787;-84.33603;10.46615
2788;-84.33538;10.46659
2789;-84.33458;10.46713
2790;-84.33721;10.46785
2791;-84.33666;10.46705
2792;-84.33603;10.46615
2793;-84.33656;10.46829
2794;-84.33602;10.46751
2795;-84.3357;10.46706
2796;-84.33538;10.46659
2797;-84.33578;10.46882
2798;-84.33525;10.46805
2799;-84.33458;10.46713
2800;-84.33375;10.46591
2801;-84.3337;10.46578
2802;-84.33373;10.46551
2803;-84.33385;10.46479
2804;-84.33303;10.47069
2805;-84.33247;10.46998
2806;-84.33163;10.46934
2807;-84.33208;10.469
2808;-84.34319;10.46244
2809;-84.3434;10.46261
2810;-84.34358;10.46295
2811;-84.34366;10.46315
2812;-84.31047;10.42465
2813;-84.31011;10.42493
2814;-84.30981;10.4253
2815;-84.30966;10.42557
2816;-84.30971;10.42598
2817;-84.30959;10.42621
2818;-84.30925;10.42647
2819;-84.30879;10.42674
2820;-84.30836;10.42697
2821;-84.30756;10.42717
2822;-84.30714;10.42736
2823;-84.30697;10.42777
2824;-84.30698;10.42818
2825;-84.30712;10.42864
2826;-84.30748;10.42917
2827;-84.30809;10.42963
2828;-84.30834;10.43005
2829;-84.30848;10.4304
2830;-84.30838;10.43082
2831;-84.30831;10.43116
2832;-84.30837;10.43154
2833;-84.30865;10.43193
2834;-84.30955;10.43249
2835;-84.30986;10.433
2836;-84.31005;10.43329
2837;-84.31025;10.4335
2838;-84.31028;10.43371
2839;-84.31018;10.43414
2840;-84.31007;10.43482
2841;-84.31008;10.43517
2842;-84.31021;10.43597
2843;-84.31015;10.4365
2844;-84.31037;10.43684
2845;-84.31095;10.43698
2846;-84.31171;10.43709
2847;-84.31257;10.43747
2848;-84.31328;10.43793
2849;-84.3134;10.43846
2850;-84.31317;10.43973
2851;-84.31335;10.44028
2852;-84.31371;10.44083
2853;-84.3142;10.44123
2854;-84.31457;10.44154
2855;-84.31518;10.44194
2856;-84.31586;10.44156
2857;-84.31661;10.44116
2858;-84.31696;10.44141
2859;-84.31705;10.44174
2860;-84.31686;10.44215
2861;-84.31606;10.44249
2862;-84.31531;10.44297
2863;-84.31475;10.4433
2864;-84.31426;10.44358
2865;-84.31405;10.4445
2866;-84.31372;10.44521
2867;-84.31316;10.44577
2868;-84.31308;10.4463
2869;-84.31347;10.4467
2870;-84.31355;10.44717
2871;-84.31341;10.44763
2872;-84.31318;10.4482
2873;-84.31308;10.44903
2874;-84.31337;10.44944
2875;-84.31382;10.44993
2876;-84.31494;10.45134
2877;-84.31501;10.45253
2878;-84.31521;10.45362
2879;-84.31576;10.45486
2880;-84.3162;10.45588
2881;-84.31651;10.45661
2882;-84.31677;10.45742
2883;-84.31695;10.45803
2884;-84.31706;10.45855
2885;-84.31679;10.45913
2886;-84.31617;10.45963
2887;-84.31556;10.46016
2888;-84.31517;10.46076
2889;-84.31461;10.46072
2890;-84.31416;10.46078
2891;-84.31407;10.46109
2892;-84.31448;10.46179
2893;-84.31454;10.46248
2894;-84.30863;10.43554
2895;-84.30715;10.43548
2896;-84.30664;10.43545
2897;-84.30562;10.43527
2898;-84.30511;10.43521
2899;-84.30428;10.43517
2900;-84.30007;10.435
2901;-84.3105;10.43563
2902;-84.30993;10.43559
2903;-84.31039;10.43427
2904;-84.31288;10.43162
2905;-84.31305;10.43143
2906;-84.31504;10.4293
2907;-84.31678;10.42748
2908;-84.31774;10.42646
2909;-84.31916;10.42498
2910;-84.31969;10.42442
2911;-84.31977;10.42434
2912;-84.32033;10.42377
2913;-84.32075;10.42331
2914;-84.32127;10.42278
2915;-84.32136;10.42268
2916;-84.32351;10.42042
2917;-84.32358;10.42034
2918;-84.3241;10.41977
2919;-84.32439;10.41945
2920;-84.32465;10.41917
2921;-84.3248;10.41901
2922;-84.32554;10.4182
2923;-84.3257;10.41802
2924;-84.32633;10.41734
2925;-84.32693;10.41669
2926;-84.32753;10.41603
2927;-84.32915;10.41428
2928;-84.33043;10.41283
2929;-84.33237;10.41076
2930;-84.33346;10.40959
2931;-84.33574;10.40698
2932;-84.33596;10.40662
2933;-84.33641;10.40587
2934;-84.30998;10.43459
2935;-84.31039;10.43427
2936;-84.30732;10.43554
2937;-84.30732;10.43561
2938;-84.30727;10.43595
2939;-84.30718;10.43609
2940;-84.30707;10.4362
2941;-84.30696;10.43627
2942;-84.30683;10.43632
2943;-84.30664;10.43636
2944;-84.30639;10.43639
2945;-84.30609;10.43639
2946;-84.30572;10.43634
2947;-84.3055;10.43629
2948;-84.30521;10.4362
2949;-84.30489;10.43606
2950;-84.30456;10.43589
2951;-84.30366;10.43551
2952;-84.30327;10.43538
2953;-84.30295;10.43533
2954;-84.30178;10.43526
2955;-84.30005;10.43517
2956;-84.36625;10.44128
2957;-84.36698;10.44101
2958;-84.36781;10.44052
2959;-84.36875;10.44
2960;-84.36975;10.43902
2961;-84.3539;10.44752
2962;-84.35336;10.44758
2963;-84.35386;10.44711
2964;-84.35333;10.44718
2965;-84.35383;10.44671
2966;-84.35327;10.44677
2967;-84.35379;10.4463
2968;-84.35322;10.44636
2969;-84.35348;10.44574
2970;-84.35304;10.44601
2971;-84.35626;10.44196
2972;-84.35628;10.44174
2973;-84.35625;10.44151
2974;-84.35603;10.44055
2975;-84.35163;10.43816
2976;-84.35109;10.43832
2977;-84.3509;10.43831
2978;-84.34996;10.4381
2979;-84.34988;10.43805
2980;-84.34987;10.43797
2981;-84.34994;10.43754
2982;-84.34737;10.43731
2983;-84.34738;10.43786
2984;-84.347;10.43728
2985;-84.34697;10.43789
2986;-84.31641;10.42563
2987;-84.31635;10.42553
2988;-84.31633;10.42544
2989;-84.31638;10.42536
2990;-84.31763;10.42414
2991;-84.31969;10.42442
2992;-84.31912;10.42409
2993;-84.31873;10.42386
2994;-84.31853;10.42375
2995;-84.31873;10.42386
2996;-84.31939;10.42316
2997;-84.3178;10.42397
2998;-84.31688;10.42344
2999;-84.31699;10.4232
3000;-84.31655;10.42298
3001;-84.32075;10.42331
3002;-84.3193;10.4224
3003;-84.31744;10.42134
3004;-84.31684;10.42097
3005;-84.31744;10.42134
3006;-84.31797;10.42032
3007;-84.32033;10.42377
3008;-84.32115;10.42429
3009;-84.32131;10.42411
3010;-84.32174;10.42445
3011;-84.32358;10.42034
3012;-84.32089;10.42001
3013;-84.32439;10.41945
3014;-84.32466;10.41981
3015;-84.32558;10.42076
3016;-84.32773;10.41923
3017;-84.32913;10.41753
3018;-84.3423;10.37787
3019;-84.3427;10.37802
3020;-84.34275;10.37805
3021;-84.34276;10.37811
3022;-84.3427;10.37909
3023;-84.34266;10.37948
3024;-84.34253;10.38025
3025;-84.34244;10.38042
3026;-84.30863;10.43554
3027;-84.30836;10.43544
3028;-84.30823;10.43534
3029;-84.30816;10.43518
3030;-84.30816;10.43504
3031;-84.30821;10.43489
3032;-84.30828;10.43468
3033;-84.30489;10.43606
3034;-84.30482;10.43593
3035;-84.30476;10.43579
3036;-84.30475;10.43566
3037;-84.30477;10.43557
3038;-84.30485;10.43543
3039;-84.30511;10.43521
3040;-84.30428;10.43517
3041;-84.30442;10.43525
3042;-84.30452;10.43533
3043;-84.30457;10.43542
3044;-84.30461;10.43553
3045;-84.30462;10.43566
3046;-84.30461;10.43579
3047;-84.30456;10.43589
3048;-84.34439;10.43972
3049;-84.34414;10.43967
3050;-84.34399;10.43963
3051;-84.34186;10.4392
3052;-84.34733;10.4099
3053;-84.34736;10.41058
3054;-84.3474;10.4117
3055;-84.34705;10.41291
3056;-84.34698;10.4135
3057;-84.34694;10.41428
3058;-84.34697;10.41503
3059;-84.34727;10.41543
3060;-84.34769;10.41602
