Numero;lat;lon
1249;-84.342;10.521
1250;-84.342;10.521
1251;-84.342;10.522
1252;-84.342;10.522
1253;-84.342;10.522
1254;-84.333;10.520
1255;-84.332;10.520
1256;-84.342;10.416
1257;-84.342;10.416
1258;-84.342;10.415
1259;-84.342;10.414
1260;-84.342;10.414
1261;-84.342;10.413
1262;-84.342;10.413
1263;-84.342;10.413
1264;-84.342;10.412
1265;-84.342;10.412
1266;-84.341;10.412
1267;-84.341;10.411
1268;-84.340;10.411
1269;-84.340;10.411
1270;-84.339;10.409
1271;-84.339;10.409
1272;-84.338;10.408
1273;-84.337;10.408
1274;-84.334;10.402
1275;-84.336;10.402
1276;-84.337;10.402
1277;-84.335;10.406
1278;-84.335;10.406
1279;-84.336;10.406
1280;-84.336;10.406
1281;-84.336;10.406
1282;-84.336;10.406
1283;-84.373;10.500
1284;-84.366;10.502
1285;-84.366;10.509
1286;-84.366;10.509
1287;-84.366;10.509
1288;-84.365;10.509
1289;-84.365;10.509
1290;-84.365;10.509
1291;-84.365;10.509
1292;-84.365;10.509
1293;-84.357;10.509
1294;-84.357;10.509
1295;-84.357;10.509
1296;-84.356;10.509
1297;-84.356;10.509
1298;-84.356;10.509
1299;-84.356;10.512
1300;-84.356;10.512
1301;-84.356;10.512
1302;-84.356;10.513
1303;-84.356;10.513
1304;-84.356;10.513
1305;-84.356;10.513
1306;-84.356;10.513
1307;-84.356;10.514
1308;-84.356;10.514
1309;-84.356;10.514
1310;-84.354;10.527
1311;-84.357;10.529
1312;-84.358;10.530
1313;-84.358;10.530
1314;-84.359;10.530
1315;-84.360;10.531
1316;-84.361;10.531
1317;-84.361;10.532
1318;-84.361;10.532
1319;-84.362;10.533
1320;-84.362;10.534
1321;-84.362;10.535
1322;-84.363;10.535
1323;-84.363;10.535
1324;-84.363;10.535
1325;-84.363;10.535
1326;-84.363;10.536
1327;-84.363;10.537
1328;-84.363;10.537
1329;-84.364;10.538
1330;-84.364;10.539
1331;-84.364;10.539
1332;-84.364;10.540
1333;-84.364;10.540
1334;-84.365;10.541
1335;-84.365;10.542
1336;-84.366;10.544
1337;-84.366;10.544
1338;-84.366;10.545
1339;-84.366;10.546
1340;-84.366;10.546
1341;-84.366;10.547
1342;-84.366;10.547
1343;-84.365;10.547
1344;-84.365;10.547
1345;-84.365;10.548
1346;-84.365;10.548
1347;-84.365;10.549
1348;-84.366;10.550
1349;-84.366;10.550
1350;-84.366;10.551
1351;-84.366;10.551
1352;-84.367;10.552
1353;-84.367;10.553
1354;-84.367;10.553
1355;-84.367;10.553
1356;-84.366;10.554
1357;-84.365;10.557
1358;-84.365;10.557
1359;-84.365;10.557
1360;-84.365;10.557
1361;-84.365;10.557
1362;-84.365;10.557
1363;-84.366;10.557
1364;-84.366;10.557
1365;-84.366;10.557
1366;-84.367;10.558
1367;-84.368;10.558
1368;-84.377;10.484
1369;-84.376;10.483
1370;-84.376;10.483
1371;-84.375;10.482
1372;-84.371;10.476
1373;-84.370;10.476
1374;-84.370;10.476
1375;-84.371;10.472
1376;-84.370;10.472
1377;-84.370;10.471
1378;-84.327;10.436
1379;-84.327;10.436
1380;-84.327;10.437
1381;-84.327;10.437
1382;-84.328;10.438
1383;-84.328;10.438
1384;-84.328;10.438
1385;-84.342;10.439
1386;-84.340;10.439
1387;-84.339;10.439
1388;-84.338;10.439
1389;-84.337;10.439
1390;-84.336;10.439
1391;-84.334;10.439
1392;-84.333;10.439
1393;-84.332;10.439
1394;-84.332;10.439
1395;-84.331;10.439
1396;-84.331;10.438
1397;-84.330;10.438
1398;-84.330;10.438
1399;-84.329;10.438
1400;-84.328;10.437
1401;-84.392;10.502
1402;-84.392;10.504
1403;-84.391;10.508
1404;-84.390;10.516
1405;-84.390;10.521
1406;-84.389;10.524
1407;-84.386;10.466
1408;-84.385;10.468
1409;-84.385;10.469
1410;-84.385;10.469
1411;-84.385;10.472
1412;-84.384;10.474
1413;-84.384;10.476
1414;-84.387;10.478
1415;-84.355;10.478
1416;-84.356;10.478
1417;-84.425;10.547
1418;-84.424;10.548
1419;-84.424;10.548
1420;-84.423;10.548
1421;-84.422;10.548
1422;-84.421;10.549
1423;-84.421;10.549
1424;-84.420;10.549
1425;-84.420;10.550
1426;-84.419;10.549
1427;-84.418;10.549
1428;-84.417;10.549
1429;-84.417;10.549
1430;-84.416;10.549
1431;-84.415;10.548
1432;-84.414;10.547
1433;-84.413;10.547
1434;-84.413;10.547
1435;-84.412;10.546
1436;-84.411;10.545
1437;-84.411;10.545
1438;-84.412;10.543
1439;-84.412;10.543
1440;-84.412;10.542
1441;-84.412;10.542
1442;-84.407;10.538
1443;-84.403;10.536
1444;-84.403;10.535
1445;-84.402;10.535
1446;-84.401;10.534
1447;-84.399;10.532
1448;-84.398;10.530
1449;-84.397;10.530
1450;-84.397;10.529
1451;-84.396;10.528
1452;-84.395;10.527
1453;-84.394;10.526
1454;-84.394;10.526
1455;-84.430;10.324
1456;-84.429;10.324
1457;-84.428;10.324
1458;-84.402;10.347
1459;-84.402;10.347
1460;-84.402;10.347
1461;-84.402;10.347
1462;-84.401;10.347
1463;-84.401;10.348
1464;-84.401;10.348
1465;-84.400;10.348
1466;-84.400;10.348
1467;-84.400;10.348
1468;-84.400;10.348
1469;-84.400;10.348
1470;-84.401;10.348
1471;-84.401;10.348
1472;-84.401;10.349
1473;-84.401;10.349
1474;-84.401;10.349
1475;-84.401;10.349
1476;-84.400;10.349
1477;-84.400;10.349
1478;-84.400;10.350
1479;-84.400;10.350
1480;-84.399;10.350
1481;-84.399;10.350
1482;-84.399;10.350
1483;-84.398;10.350
1484;-84.398;10.350
1485;-84.398;10.350
1486;-84.398;10.350
1487;-84.398;10.351
1488;-84.398;10.351
1489;-84.398;10.351
1490;-84.398;10.351
1491;-84.398;10.352
1492;-84.397;10.352
1493;-84.397;10.352
1494;-84.397;10.352
1495;-84.397;10.352
1496;-84.397;10.352
1497;-84.397;10.352
1498;-84.397;10.352
1499;-84.397;10.351
1500;-84.397;10.351
1501;-84.397;10.351
1502;-84.397;10.351
1503;-84.397;10.351
1504;-84.397;10.351
1505;-84.397;10.351
1506;-84.396;10.351
1507;-84.396;10.351
1508;-84.396;10.351
1509;-84.396;10.351
1510;-84.396;10.351
1511;-84.395;10.351
1512;-84.395;10.352
1513;-84.395;10.352
1514;-84.395;10.352
1515;-84.395;10.352
1516;-84.395;10.353
1517;-84.395;10.353
1518;-84.395;10.353
1519;-84.395;10.353
1520;-84.395;10.353
1521;-84.395;10.353
1522;-84.395;10.353
1523;-84.395;10.353
1524;-84.395;10.353
1525;-84.395;10.353
1526;-84.395;10.353
1527;-84.395;10.353
1528;-84.394;10.353
1529;-84.394;10.353
1530;-84.394;10.353
1531;-84.394;10.354
1532;-84.394;10.354
1533;-84.394;10.354
1534;-84.394;10.354
1535;-84.394;10.354
1536;-84.394;10.354
1537;-84.394;10.355
1538;-84.394;10.355
1539;-84.393;10.355
1540;-84.393;10.355
1541;-84.393;10.355
1542;-84.393;10.355
1543;-84.393;10.355
1544;-84.393;10.355
1545;-84.393;10.356
1546;-84.393;10.356
1547;-84.393;10.356
1548;-84.393;10.356
1549;-84.393;10.356
1550;-84.393;10.356
1551;-84.393;10.357
1552;-84.392;10.357
1553;-84.392;10.357
1554;-84.392;10.357
1555;-84.392;10.357
1556;-84.392;10.357
1557;-84.401;10.507
1558;-84.402;10.508
1559;-84.403;10.508
1560;-84.404;10.509
1561;-84.406;10.510
1562;-84.407;10.511
1563;-84.410;10.512
1564;-84.410;10.513
1565;-84.411;10.513
1566;-84.411;10.514
1567;-84.412;10.515
1568;-84.412;10.516
1569;-84.413;10.516
1570;-84.412;10.517
1571;-84.412;10.517
1572;-84.413;10.518
1573;-84.414;10.519
1574;-84.414;10.519
1575;-84.414;10.519
1576;-84.415;10.520
1577;-84.417;10.520
1578;-84.417;10.520
1579;-84.418;10.520
1580;-84.419;10.521
1581;-84.419;10.521
1582;-84.420;10.521
1583;-84.420;10.522
1584;-84.420;10.522
1585;-84.422;10.521
1586;-84.423;10.521
1587;-84.424;10.521
1588;-84.424;10.521
1589;-84.424;10.522
1590;-84.425;10.523
1591;-84.426;10.524
1592;-84.426;10.524
1593;-84.426;10.524
1594;-84.426;10.524
1595;-84.426;10.525
1596;-84.426;10.525
1597;-84.426;10.526
1598;-84.426;10.526
1599;-84.427;10.527
1600;-84.427;10.528
1601;-84.428;10.530
1602;-84.429;10.531
1603;-84.429;10.531
1604;-84.429;10.532
1605;-84.429;10.532
1606;-84.429;10.532
1607;-84.430;10.533
1608;-84.430;10.533
1609;-84.430;10.534
1610;-84.431;10.534
1611;-84.431;10.535
1612;-84.431;10.535
1613;-84.431;10.536
1614;-84.432;10.537
1615;-84.432;10.538
1616;-84.433;10.539
1617;-84.433;10.539
1618;-84.433;10.540
1619;-84.434;10.541
1620;-84.434;10.541
1621;-84.435;10.542
1622;-84.436;10.542
1623;-84.299;10.415
1624;-84.299;10.415
1625;-84.299;10.416
1626;-84.298;10.416
1627;-84.298;10.417
1628;-84.299;10.417
1629;-84.299;10.418
1630;-84.299;10.420
1631;-84.299;10.421
1632;-84.300;10.422
1633;-84.300;10.422
1634;-84.300;10.422
1635;-84.300;10.422
1636;-84.301;10.423
1637;-84.301;10.423
1638;-84.300;10.423
1639;-84.300;10.424
1640;-84.300;10.424
1641;-84.299;10.424
1642;-84.299;10.424
1643;-84.299;10.424
1644;-84.299;10.426
1645;-84.298;10.427
1646;-84.299;10.429
1647;-84.299;10.433
1648;-84.300;10.434
1649;-84.300;10.435
1650;-84.300;10.435
1651;-84.300;10.436
1652;-84.300;10.437
1653;-84.300;10.438
1654;-84.301;10.438
1655;-84.301;10.440
1656;-84.300;10.440
1657;-84.301;10.442
1658;-84.302;10.443
1659;-84.301;10.444
1660;-84.301;10.445
1661;-84.301;10.446
1662;-84.302;10.446
1663;-84.302;10.446
1664;-84.303;10.446
1665;-84.304;10.447
1666;-84.304;10.448
1667;-84.304;10.449
1668;-84.306;10.453
1669;-84.306;10.453
1670;-84.307;10.453
1671;-84.308;10.456
1672;-84.308;10.457
1673;-84.309;10.457
1674;-84.308;10.458
1675;-84.308;10.458
1676;-84.309;10.459
1677;-84.309;10.459
1678;-84.310;10.459
1679;-84.310;10.459
1680;-84.311;10.458
1681;-84.311;10.459
1682;-84.312;10.459
1683;-84.313;10.461
1684;-84.315;10.462
1685;-84.315;10.464
1686;-84.315;10.468
1687;-84.315;10.469
1688;-84.316;10.469
1689;-84.317;10.469
1690;-84.319;10.470
1691;-84.319;10.470
1692;-84.319;10.472
1693;-84.320;10.475
1694;-84.320;10.477
1695;-84.320;10.478
1696;-84.320;10.479
1697;-84.319;10.479
1698;-84.319;10.480
1699;-84.319;10.481
1700;-84.320;10.482
1701;-84.322;10.483
1702;-84.323;10.484
1703;-84.323;10.485
1704;-84.324;10.487
1705;-84.324;10.489
1706;-84.325;10.490
1707;-84.325;10.491
1708;-84.325;10.492
1709;-84.325;10.493
1710;-84.324;10.494
1711;-84.323;10.495
1712;-84.323;10.496
1713;-84.322;10.496
1714;-84.321;10.496
1715;-84.321;10.497
1716;-84.321;10.498
1717;-84.321;10.499
1718;-84.321;10.500
1719;-84.320;10.503
1720;-84.319;10.504
1721;-84.318;10.505
1722;-84.317;10.506
1723;-84.317;10.507
1724;-84.316;10.508
1725;-84.315;10.509
1726;-84.315;10.510
1727;-84.315;10.510
1728;-84.315;10.511
1729;-84.315;10.511
1730;-84.316;10.512
1731;-84.315;10.512
1732;-84.315;10.513
1733;-84.315;10.514
1734;-84.316;10.514
1735;-84.316;10.514
1736;-84.317;10.514
1737;-84.318;10.513
1738;-84.318;10.513
1739;-84.319;10.513
1740;-84.319;10.514
1741;-84.319;10.515
1742;-84.319;10.516
1743;-84.318;10.516
1744;-84.318;10.518
1745;-84.318;10.518
1746;-84.318;10.520
1747;-84.318;10.521
1748;-84.319;10.523
1749;-84.320;10.524
1750;-84.320;10.526
1751;-84.320;10.526
1752;-84.321;10.527
1753;-84.322;10.529
1754;-84.323;10.529
1755;-84.324;10.528
1756;-84.325;10.528
1757;-84.326;10.528
1758;-84.327;10.530
1759;-84.328;10.532
1760;-84.328;10.532
1761;-84.328;10.533
1762;-84.327;10.535
1763;-84.327;10.536
1764;-84.327;10.536
1765;-84.327;10.537
1766;-84.328;10.537
1767;-84.329;10.536
1768;-84.329;10.536
1769;-84.329;10.536
1770;-84.330;10.537
1771;-84.330;10.539
1772;-84.329;10.540
1773;-84.329;10.540
1774;-84.329;10.540
1775;-84.328;10.540
1776;-84.327;10.540
1777;-84.327;10.541
1778;-84.326;10.541
1779;-84.326;10.542
1780;-84.325;10.543
1781;-84.325;10.544
1782;-84.326;10.548
1783;-84.326;10.548
1784;-84.326;10.549
1785;-84.327;10.549
1786;-84.327;10.550
1787;-84.328;10.550
1788;-84.330;10.549
1789;-84.330;10.549
1790;-84.330;10.550
1791;-84.330;10.551
1792;-84.329;10.552
1793;-84.329;10.553
1794;-84.328;10.554
1795;-84.326;10.555
1796;-84.326;10.555
1797;-84.326;10.555
1798;-84.325;10.555
1799;-84.325;10.555
1800;-84.325;10.556
1801;-84.325;10.556
1802;-84.326;10.557
1803;-84.327;10.557
1804;-84.328;10.558
1805;-84.328;10.559
1806;-84.328;10.559
1807;-84.328;10.560
1808;-84.328;10.560
1809;-84.326;10.561
1810;-84.325;10.562
1811;-84.325;10.563
1812;-84.325;10.563
1813;-84.326;10.563
1814;-84.327;10.563
1815;-84.329;10.563
1816;-84.329;10.564
1817;-84.329;10.565
1818;-84.329;10.565
1819;-84.329;10.566
1820;-84.329;10.567
1821;-84.329;10.568
1822;-84.329;10.569
1823;-84.329;10.569
1824;-84.329;10.569
1825;-84.331;10.569
1826;-84.331;10.570
1827;-84.331;10.570
1828;-84.331;10.572
1829;-84.331;10.573
1830;-84.329;10.576
1831;-84.330;10.579
1832;-84.330;10.579
1833;-84.331;10.580
1834;-84.332;10.582
1835;-84.333;10.587
1836;-84.331;10.590
1837;-84.328;10.308
1838;-84.328;10.310
1839;-84.329;10.311
1840;-84.329;10.314
1841;-84.329;10.316
1842;-84.329;10.318
1843;-84.329;10.319
1844;-84.329;10.320
1845;-84.328;10.321
1846;-84.327;10.322
1847;-84.327;10.323
1848;-84.326;10.324
1849;-84.325;10.325
1850;-84.325;10.326
1851;-84.325;10.327
1852;-84.326;10.328
1853;-84.327;10.330
1854;-84.329;10.333
1855;-84.330;10.334
1856;-84.331;10.337
1857;-84.331;10.338
1858;-84.331;10.340
1859;-84.332;10.342
1860;-84.332;10.343
1861;-84.333;10.345
1862;-84.333;10.345
1863;-84.332;10.347
1864;-84.332;10.349
1865;-84.331;10.350
1866;-84.310;10.392
1867;-84.310;10.393
1868;-84.310;10.393
1869;-84.310;10.394
1870;-84.309;10.395
1871;-84.309;10.395
1872;-84.308;10.396
1873;-84.307;10.397
1874;-84.307;10.397
1875;-84.307;10.398
1876;-84.307;10.399
1877;-84.307;10.399
1878;-84.307;10.400
1879;-84.307;10.400
1880;-84.307;10.401
1881;-84.306;10.401
1882;-84.305;10.401
1883;-84.305;10.402
1884;-84.305;10.402
1885;-84.305;10.402
1886;-84.305;10.403
1887;-84.305;10.403
1888;-84.305;10.404
1889;-84.305;10.404
1890;-84.304;10.405
1891;-84.304;10.405
1892;-84.304;10.405
1893;-84.304;10.406
1894;-84.304;10.407
1895;-84.303;10.407
1896;-84.303;10.407
1897;-84.303;10.407
1898;-84.303;10.407
1899;-84.303;10.408
1900;-84.303;10.409
1901;-84.302;10.409
1902;-84.302;10.409
1903;-84.302;10.409
1904;-84.301;10.409
1905;-84.301;10.409
1906;-84.301;10.410
1907;-84.301;10.410
1908;-84.301;10.411
1909;-84.301;10.411
1910;-84.301;10.411
1911;-84.301;10.412
1912;-84.301;10.412
1913;-84.300;10.412
1914;-84.300;10.412
1915;-84.300;10.412
1916;-84.299;10.412
1917;-84.299;10.412
1918;-84.299;10.412
1919;-84.299;10.413
1920;-84.299;10.413
1921;-84.299;10.414
1922;-84.299;10.414
1923;-84.299;10.414
1924;-84.299;10.415
1925;-84.331;10.350
1926;-84.330;10.352
1927;-84.330;10.354
1928;-84.329;10.355
1929;-84.329;10.355
1930;-84.329;10.356
1931;-84.329;10.356
1932;-84.329;10.357
1933;-84.329;10.358
1934;-84.328;10.358
1935;-84.328;10.359
1936;-84.328;10.359
1937;-84.327;10.359
1938;-84.327;10.360
1939;-84.327;10.360
1940;-84.326;10.361
1941;-84.326;10.362
1942;-84.326;10.362
1943;-84.326;10.363
1944;-84.326;10.363
1945;-84.326;10.364
1946;-84.325;10.364
1947;-84.325;10.364
1948;-84.325;10.365
1949;-84.324;10.366
1950;-84.324;10.366
1951;-84.324;10.366
1952;-84.324;10.366
1953;-84.324;10.367
1954;-84.324;10.367
1955;-84.324;10.368
1956;-84.323;10.368
1957;-84.323;10.368
1958;-84.322;10.368
1959;-84.322;10.368
1960;-84.322;10.369
1961;-84.322;10.370
1962;-84.321;10.370
1963;-84.321;10.371
1964;-84.321;10.371
1965;-84.320;10.372
1966;-84.321;10.372
1967;-84.321;10.373
1968;-84.321;10.373
1969;-84.321;10.373
1970;-84.321;10.374
1971;-84.321;10.374
1972;-84.321;10.375
1973;-84.320;10.376
1974;-84.320;10.376
1975;-84.320;10.377
1976;-84.320;10.378
1977;-84.319;10.379
1978;-84.318;10.380
1979;-84.318;10.380
1980;-84.317;10.381
1981;-84.316;10.382
1982;-84.315;10.382
1983;-84.315;10.383
1984;-84.314;10.384
1985;-84.314;10.384
1986;-84.314;10.385
1987;-84.314;10.386
1988;-84.313;10.387
1989;-84.313;10.388
1990;-84.313;10.388
1991;-84.312;10.389
1992;-84.311;10.389
1993;-84.311;10.390
1994;-84.311;10.390
1995;-84.310;10.391
1996;-84.310;10.391
1997;-84.310;10.392
1998;-84.328;10.308
1999;-84.329;10.306
2000;-84.330;10.304
2001;-84.330;10.301
2002;-84.330;10.297
2003;-84.329;10.293
2004;-84.328;10.289
2005;-84.331;10.287
2006;-84.331;10.277
2007;-84.331;10.274
2008;-84.330;10.273
2009;-84.330;10.270
2010;-84.330;10.267
2011;-84.332;10.266
2012;-84.333;10.264
2013;-84.333;10.261
2014;-84.346;10.254
2015;-84.348;10.258
2016;-84.349;10.260
2017;-84.349;10.262
2018;-84.349;10.264
2019;-84.349;10.265
2020;-84.350;10.265
2021;-84.349;10.267
2022;-84.350;10.268
2023;-84.349;10.270
2024;-84.349;10.271
2025;-84.348;10.273
2026;-84.347;10.273
2027;-84.347;10.274
2028;-84.347;10.275
2029;-84.347;10.276
2030;-84.347;10.279
2031;-84.346;10.279
2032;-84.346;10.280
2033;-84.346;10.281
2034;-84.345;10.283
2035;-84.345;10.284
2036;-84.345;10.284
2037;-84.345;10.285
2038;-84.345;10.285
2039;-84.345;10.285
2040;-84.345;10.285
2041;-84.345;10.286
2042;-84.345;10.286
2043;-84.345;10.288
2044;-84.343;10.288
2045;-84.343;10.289
2046;-84.343;10.290
2047;-84.343;10.290
2048;-84.342;10.290
2049;-84.342;10.291
2050;-84.341;10.292
2051;-84.341;10.292
2052;-84.342;10.292
2053;-84.342;10.292
2054;-84.341;10.293
2055;-84.342;10.293
2056;-84.341;10.293
2057;-84.341;10.294
2058;-84.341;10.294
2059;-84.341;10.294
2060;-84.341;10.294
2061;-84.340;10.295
2062;-84.340;10.295
2063;-84.340;10.295
2064;-84.340;10.296
2065;-84.340;10.296
2066;-84.340;10.297
2067;-84.340;10.297
2068;-84.340;10.298
2069;-84.339;10.299
2070;-84.339;10.300
2071;-84.339;10.300
2072;-84.339;10.302
2073;-84.340;10.302
2074;-84.340;10.303
2075;-84.340;10.304
2076;-84.340;10.304
2077;-84.339;10.305
2078;-84.339;10.305
2079;-84.339;10.306
2080;-84.339;10.307
2081;-84.339;10.307
2082;-84.340;10.309
2083;-84.340;10.310
2084;-84.340;10.310
2085;-84.340;10.310
2086;-84.340;10.311
2087;-84.340;10.311
2088;-84.340;10.311
2089;-84.341;10.311
2090;-84.341;10.311
2091;-84.341;10.311
2092;-84.341;10.312
2093;-84.341;10.313
2094;-84.340;10.313
2095;-84.340;10.314
2096;-84.340;10.314
2097;-84.340;10.314
2098;-84.340;10.315
2099;-84.341;10.316
2100;-84.341;10.316
2101;-84.341;10.317
2102;-84.342;10.318
2103;-84.342;10.318
2104;-84.342;10.319
2105;-84.343;10.320
2106;-84.344;10.320
2107;-84.344;10.321
2108;-84.343;10.321
2109;-84.343;10.322
2110;-84.344;10.322
2111;-84.344;10.323
2112;-84.344;10.323
2113;-84.344;10.323
2114;-84.344;10.324
2115;-84.343;10.324
2116;-84.343;10.324
2117;-84.344;10.324
2118;-84.344;10.325
2119;-84.344;10.326
2120;-84.344;10.327
2121;-84.343;10.328
2122;-84.344;10.328
2123;-84.344;10.329
2124;-84.344;10.330
2125;-84.344;10.331
2126;-84.344;10.332
2127;-84.344;10.333
2128;-84.344;10.334
2129;-84.344;10.334
2130;-84.346;10.335
2131;-84.347;10.335
2132;-84.346;10.336
2133;-84.345;10.336
2134;-84.345;10.337
2135;-84.345;10.337
2136;-84.345;10.338
2137;-84.346;10.338
2138;-84.346;10.338
2139;-84.345;10.338
2140;-84.345;10.339
2141;-84.346;10.339
2142;-84.346;10.339
2143;-84.346;10.339
2144;-84.346;10.340
2145;-84.347;10.340
2146;-84.347;10.341
2147;-84.347;10.341
2148;-84.347;10.341
2149;-84.347;10.341
2150;-84.346;10.342
2151;-84.347;10.342
2152;-84.347;10.343
2153;-84.347;10.343
2154;-84.347;10.343
2155;-84.347;10.344
2156;-84.347;10.345
2157;-84.347;10.345
2158;-84.346;10.345
2159;-84.346;10.346
2160;-84.346;10.346
2161;-84.346;10.347
2162;-84.346;10.348
2163;-84.347;10.348
2164;-84.348;10.348
2165;-84.348;10.348
2166;-84.349;10.348
2167;-84.349;10.349
2168;-84.349;10.350
2169;-84.349;10.350
2170;-84.349;10.351
2171;-84.349;10.352
2172;-84.349;10.353
2173;-84.349;10.353
2174;-84.349;10.354
2175;-84.349;10.355
2176;-84.349;10.355
2177;-84.349;10.356
2178;-84.349;10.356
2179;-84.350;10.357
2180;-84.351;10.357
2181;-84.351;10.358
2182;-84.351;10.358
2183;-84.351;10.359
2184;-84.351;10.360
2185;-84.352;10.360
2186;-84.352;10.360
2187;-84.353;10.360
2188;-84.353;10.361
2189;-84.354;10.361
2190;-84.354;10.362
2191;-84.354;10.362
2192;-84.354;10.363
2193;-84.354;10.364
2194;-84.353;10.365
2195;-84.353;10.365
2196;-84.352;10.366
2197;-84.353;10.367
2198;-84.352;10.367
2199;-84.352;10.368
2200;-84.352;10.368
2201;-84.352;10.369
2202;-84.353;10.370
2203;-84.346;10.254
2204;-84.345;10.254
2205;-84.342;10.257
2206;-84.339;10.259
2207;-84.334;10.259
2208;-84.333;10.261
2209;-84.386;10.477
2210;-84.387;10.476
2211;-84.387;10.476
2212;-84.388;10.476
2213;-84.389;10.475
2214;-84.389;10.475
2215;-84.390;10.474
2216;-84.390;10.474
2217;-84.391;10.474
2218;-84.391;10.473
2219;-84.392;10.474
2220;-84.393;10.474
2221;-84.393;10.474
2222;-84.394;10.473
2223;-84.394;10.472
2224;-84.395;10.472
2225;-84.395;10.472
2226;-84.396;10.472
2227;-84.396;10.472
2228;-84.396;10.472
2229;-84.397;10.472
2230;-84.397;10.472
2231;-84.397;10.473
2232;-84.397;10.473
2233;-84.397;10.473
2234;-84.398;10.473
2235;-84.398;10.472
2236;-84.398;10.472
2237;-84.399;10.472
2238;-84.399;10.472
2239;-84.399;10.472
2240;-84.399;10.472
2241;-84.400;10.472
2242;-84.400;10.472
2243;-84.401;10.471
2244;-84.386;10.477
2245;-84.387;10.478
2246;-84.388;10.478
2247;-84.389;10.479
2248;-84.389;10.480
2249;-84.389;10.481
2250;-84.390;10.482
2251;-84.390;10.483
2252;-84.389;10.485
2253;-84.389;10.486
2254;-84.377;10.476
2255;-84.378;10.476
2256;-84.379;10.477
2257;-84.379;10.478
2258;-84.380;10.479
2259;-84.381;10.480
2260;-84.381;10.481
2261;-84.382;10.482
2262;-84.383;10.482
2263;-84.383;10.483
2264;-84.383;10.483
2265;-84.384;10.484
2266;-84.385;10.484
2267;-84.385;10.485
2268;-84.386;10.485
2269;-84.386;10.486
2270;-84.388;10.486
2271;-84.388;10.486
2272;-84.389;10.486
2273;-84.401;10.507
2274;-84.401;10.507
2275;-84.402;10.508
2276;-84.402;10.509
2277;-84.402;10.509
2278;-84.402;10.510
2279;-84.403;10.511
2280;-84.404;10.511
2281;-84.405;10.512
2282;-84.405;10.513
2283;-84.405;10.514
2284;-84.404;10.514
2285;-84.404;10.516
2286;-84.404;10.517
2287;-84.405;10.518
2288;-84.405;10.518
2289;-84.406;10.519
2290;-84.406;10.520
2291;-84.406;10.521
2292;-84.406;10.521
2293;-84.406;10.523
2294;-84.406;10.524
2295;-84.406;10.525
2296;-84.405;10.526
2297;-84.404;10.528
2298;-84.397;10.530
2299;-84.396;10.531
2300;-84.395;10.531
2301;-84.395;10.531
2302;-84.394;10.531
2303;-84.393;10.531
2304;-84.392;10.533
2305;-84.391;10.533
2306;-84.390;10.533
2307;-84.390;10.534
2308;-84.390;10.534
2309;-84.389;10.534
2310;-84.388;10.534
2311;-84.388;10.534
2312;-84.404;10.528
2313;-84.403;10.528
2314;-84.403;10.528
2315;-84.402;10.528
2316;-84.401;10.529
2317;-84.401;10.528
2318;-84.401;10.528
2319;-84.400;10.529
2320;-84.400;10.529
2321;-84.399;10.529
2322;-84.398;10.530
2323;-84.397;10.530
2324;-84.397;10.530
2325;-84.399;10.531
2326;-84.401;10.533
2327;-84.403;10.536
2328;-84.407;10.538
2329;-84.411;10.541
2330;-84.413;10.542
2331;-84.412;10.542
2332;-84.411;10.546
2333;-84.382;10.465
2334;-84.383;10.465
2335;-84.384;10.465
2336;-84.385;10.465
2337;-84.385;10.465
2338;-84.386;10.465
2339;-84.387;10.465
2340;-84.387;10.465
2341;-84.388;10.466
2342;-84.388;10.466
2343;-84.387;10.467
2344;-84.387;10.468
2345;-84.387;10.468
2346;-84.388;10.469
2347;-84.389;10.469
2348;-84.390;10.469
2349;-84.390;10.468
2350;-84.391;10.467
2351;-84.391;10.467
2352;-84.391;10.468
2353;-84.392;10.469
2354;-84.392;10.469
2355;-84.393;10.468
2356;-84.393;10.467
2357;-84.393;10.465
2358;-84.393;10.465
2359;-84.394;10.465
2360;-84.394;10.465
2361;-84.394;10.465
2362;-84.395;10.466
2363;-84.395;10.466
2364;-84.396;10.466
2365;-84.396;10.466
2366;-84.397;10.465
2367;-84.398;10.465
2368;-84.399;10.465
2369;-84.399;10.465
2370;-84.400;10.465
2371;-84.400;10.464
2372;-84.400;10.465
2373;-84.400;10.465
2374;-84.400;10.466
2375;-84.400;10.467
2376;-84.401;10.467
2377;-84.401;10.468
2378;-84.402;10.468
2379;-84.401;10.469
2380;-84.401;10.469
2381;-84.401;10.470
2382;-84.400;10.470
2383;-84.401;10.471
2384;-84.337;10.405
2385;-84.337;10.405
2386;-84.336;10.405
2387;-84.336;10.405
2388;-84.336;10.405
2389;-84.345;10.462
2390;-84.345;10.462
2391;-84.346;10.461
2392;-84.342;10.465
2393;-84.342;10.465
2394;-84.342;10.465
2395;-84.342;10.465
2396;-84.343;10.465
2397;-84.343;10.464
2398;-84.344;10.464
2399;-84.345;10.463
2400;-84.345;10.462
2401;-84.346;10.462
2402;-84.213;10.338
2403;-84.213;10.338
2404;-84.212;10.336
2405;-84.212;10.336
2406;-84.212;10.336
2407;-84.211;10.336
2408;-84.211;10.336
2409;-84.211;10.336
2410;-84.211;10.336
2411;-84.210;10.336
2412;-84.208;10.336
2413;-84.339;10.439
